Sentiment,Review
Neg,It has been in the shop 4 times By the way my car has been very well maintained and loved Please send any information or horror stories to C85k87n90 aol com Thanks It amazes me to go through all the internet resources and realize what a wide spread problem the Ford company has with head gaskets I have always liked my Taurus yet at 47000 miles it is falling apart Since February 2000 My warranty doesnt cover head gasket repair which is what my independent mechanic says is wrong with it Ford will not not_take not_the not_word not_of not_an not_independent not_mechanic not_only not_a not_Ford not_mechanic not_First not_they not_said not_it not_was not_the not_overflow not_tank not_which not_I not_had not_replace not_in not_March not_due not_to not_rusty not_leaking not_water not_Now not_in not_May not_I not_have not_rusty not_leaking not_water not_again not_the not_dealership not_says not_its not_not not_a not_head not_gasket not_now not_its not_the not_freeze not_plug not_and not_I not_need not_a not_bypass not_kit not_Anyway not_I not_am not_frustrated not_and not_I not_would not_like not_to not_hear not_anything not_related not_to not_the not_1996 not_Taurus not_I not_can not_sympathize
Neg,The problem was that a freeze plug had corroded so badly it finally gave way The mechanic informed me that there was also a lot of rust in the cooling system She called me and I had the car towed to the nearest service station that evening Then one day my wife was driving the Taurus with my 2 children buckled in the back seat when the engine overheated badly She found a place to pull over as the steam came pouring out from the cracks under the hood The very next day on my way to work coolant came pouring out of the block and the car overheated for the third time I bought my 1996 Ford Taurus at a dealership in Powhatan Virginia because I loved the way it handled and the way it looked In addition I spoke with other Taurus owners and was told that you couldnt beat the Taurus 3 liter engine for dependability I was a happy owner for the first 2 years It was my contention that since I have it documented at the dealership that I was having coolant problems all along that I was not not_out not_of not_warranty not_at not_all He replaced the freeze plug and flushed the cooling system About 2 months later I had the same problem rusty water pouring out of a badly corroded freeze plug I took the car to my regular mechanic and he informed me that there was a recall on my Taurus for which I was never notified It is also my contention that my 1996 Taurus was doomed the day they manufactured the engine without treating the block with a rust inhibitor Ford Motor Company had to know that the 1996 Ford Taurus would experience catastrophic problems before 100 000 miles I will never purchase another Ford product again and I suggest that anyone reading this follow suit The reason I was given for the recall was that Ford had manufactured the 1996 Taurus 3 liter engine and installed it in the vehicle without treating the inside of the block with a rust inhibitor I had the vehicle towed to the nearest Ford dealer and they reimbursed me for the freeze plug that I had had replaced at the service station treated the block and replaced the most recently corroded freeze plug The dealer had the vehicle towed back to the shop and replaced the remainder of the freeze plugs over the course of the next 2 years I had the vehicle back to the dealership 2 times complaining that my temperature guage was going up almost to the red when I was idling and would go back down when I was crusing Each time the service manager informed me that he could not not_duplicate not_the not_problem He said he would try to get the Ford factory rep to pay for all but 500 of the repair but that I should call the 1 800 392 ford Customer Service line I called them and spoke with a lady there who informed me that Ford would have paid for the engine up to 75 000 miles but that since I had 83 000 miles on my vehicle that Ford would not not_pay not_anything The Taurus now has 83 000 miles on it For the past few weeks I had noticed that it had a slow coolant leak I took it back to the dealership 2 days ago Yesterday the service manager called to say that he needed to pull off the power steering pump and the alternator to find the source of the leak After doing that he called to say a freeze plug had to be replaced once again and that Ford would not not_be not_paying not_the not_bill not_because not_my not_warranty not_was not_expired not_I not_agreed not_to not_pay not_at not_a not_reduced not_labor not_rate not_for not_the not_repair not_After not_replacing not_the not_freeze not_plug not_he not_called not_to not_inform not_me not_that not_it not_was not_still not_leaking not_He not_said not_that not_it not_was not_his not_opinion not_that not_I not_should not_replace not_the not_engine not_rather not_than not_sink not_any not_more not_money not_into not_the not_rusted not_one
Neg,My advice stay away from this car due to this head gasket problem One thing I like about the car is its smooth ride Id been driving this car was pure nirvana to drive At approximately 60 000 miles the engine suffered catastrophic head gasket failure and completely toasted the engine Heres everything I have nice to say about this car I purchased my 1994 Thunderbird from a Seattle car dealership 6 months ago The engine had to be replaced to the tune of 4200 but in my case the bulk of this was covered by the extended warranty I purchased Fords reconditioned engines address this head gasket problem The 94 T Birds did have a Ford Customer Care notification on record not not_exactly a recall but something just short of that because of the problem they were having with blown head gaskets Unfortunately this notification is no longer valid on 94 T Birds My car has cloth seats leather wrapped steering wheel and shifter power drivers seat adjustment power mirrors overdrive cruise control and for speaker JBL factory stereo with cassette Sound system is OK and now that everyone has CDs the system is a candidate for upgrading Now for the bad news buyer beware The suspension is not not_so not_soft not_that not_you not_feel not_detached not_from not_the not_road not_but not_far not_more not_comfortable not_than not_a not_subcompact not_like not_my not_Ford not_Escort not_a not_great not_little not_econobox not_by not_the not_way but thats a future epinion Fit and finish of the car is above average Seats are comfortable without being overly soft Leg room is ample in front but in back is only adequate It was in impeccable condition and had 38 000 miles on it The previous owners were a retired couple who had kept the car garaged the entire time they had it They elected to trade it in because they wanted a full size Buick Purchase price for this vehicle was 7800 and the original sticker price for this V6 equipped version was 17 000 I would have never anticipated buying a Ford Thunderbird this old but the low mileage and condition of the car were what sold me Compared to the 1978 El Camino
Neg,At this point I have surrendered To my great joy I found a 94 T Bird used with only 18 k for almost half of the new price It also started making some noise due to a bad catalytic converter and some undiagnosed squeaky rattle coming from somewhere in the front brakes The maintenance nightmare has worn away even the most optimistic and forgiving parts of my deep desire to love this monsterous piece of metal In summary I did manage to get almost 100k miles out of the car though I probably sank more money into it than any logical person would Let me start by saying the first time I laid eyes on this car I fell in love with it The exterior styling was sharp yet not not_outlandish The interior was in my opinion absolutely perfect I could not not_imagine not_the not_controls not_being not_any not_easier not_to not_reach or more intuitive to operate I especially drooled over the automatic climate controls It was the V6 and the color was terrible but it still seemed like a divine gift of fate I loved the car for the first couple years I had it not not_a not_single not_notable not_problem not_Until The times when it was running problem free it WAS a dream to drive and I still hold to the belief that much of the car is of the highest design and ergonomic caliber The death blow was dealt by yet ANOTHER problem with either the head gasket at close to 60k on the new motor I thought this problem had been remedied at the time it was replaced guess I was wrong or possibly intake gaskets in that vicinity Why do more cars not not_have not_this not_feature not_Even not_the not_shifter not_knob not_seemed not_to not_fit not_right not_into not_my not_hand not_Though not_at not_the not_time not_I not_could not_not not_afford not_it not_new not_I not_test not_drove not_it not_the not_V8 not_version not_and not_loved not_the not_way not_it not_picked not_up not_and not_handled not_I not_wanted not_wanted not_WANTED not_this not_car not_A not_couple not_years not_later not_I not_totaled not_the not_car not_I not_did not_own not_in not_a not_huge not_snow not_caused not_multi not_car not_pileup not_I not_needed not_a not_replacement not_immediately In 2000 with almost 60 k on it the head gasket blew Just like the previous review mentioned it was covered under an extended pseudo recall plan because it was such a common problem in the V6 models To Fords credit the motor was replaced completely with no cost to me AND with a little coaxing they actually gave me a loaner to drive for the entire time it took to get the motor there and installed several weeks But the incidence of MAJOR mechanical problems with the most essential and expensive parts of the car are absolutely unforgivable I have not not_heard not_any not_of not_these not_complaints not_with not_the not_V8 not_version not_only not_with not_the not_3 not_8L not_V6 not_If not_you not_have not_one not_of not_these not_and not_you not_have not_not not_yet not_had not_problems not_not not_likely not_9 not_years not_after not_production not_then not_PLEASE not_do not_what not_you not_can not_to not_either not_get not_rid not_of not_the not_car not_or not_get not_it not_serviced not_before not_it not_self not_destructs not_I not_really not_wish not_that not_cues not_could not_be not_taken not_from not_the not_interior not_of not_this not_car not_and not_many not_of not_the not_EXCELLENT not_intuitive not_features not_and not_transferred not_to not_other not_vehicles not_but not_as not_much not_as not_I not_once not_loved not_this not_car not_I not_cannot not_recommend not_anyone not_to not_do not_anything not_but not_avoid not_it not_like not_the not_plague At the time I chalked it up to a bad engineering flaw which they atoned for at their expense Until 6 months later the transmission died I was kinda tight on money at the time and rather than dropping almost 3 grand to have it completely rebuilt I opted to replace it with a used one I realize the risk I took but I figured it was the best I could do and took my chances THEN in 2002 THAT transmission died on me I much considered dropping the car right then but I had JUST paid it off a couple months before and in spite of my better judgement a part of me still loved that car A few months passed and other minor problems popped up which I attributed to age including a brake cylinder blow out which luckily happened at parking lot speed and was fixed rather cheaply and less notably a bushing in the front steering assembly that rotted away due to winter driving and some hard braking on my part
Neg,Where is your Reference Point However its acceleration is by todays standard very poor Also my accelerator pedal sticks in the morning so pressing it harder makes it jump initially However if you have been driving a 2000 VW Bug this is a giant stepping down for its sluggish acceleration noisy interior and sheer ugliness The 4 cylinder engine gets less than 20 mpg for combined city and highway driving making you to think it has good performance There you get the picture of Relativity The Ranger I drive has no optional equipment other than its 4 speed automatic transmission Then again if you are used to a pick up like F 150 just forget about getting a Ranger as you will be dreadful In another words it is very uncomfortable to drive more than 30 minutes or so For me a seat comfort is the number one importance more than any others I am in a construction business that forces me to move from one area to another as projects end With a new project assignment comes a new company vehicle This time its a 2000 Ford Ranger a step down from my previous Ford Explorer Needless to say I was not not_happy not_for not_this not_downgraded not_vehicle not_at not_first not_especially not_with not_the not_stripped not_down not_absolute not_base not_Ranger not_model It definitely has rear spots that are harder to check Again I drive it because its free not not_because not_I not_like not_it not_If not_you not_are not_a not_truck not_person not_then not_this not_could not_be not_a not_no not_non not_sense not_worry not_free not_vehicle This problem goes away after the engine warms up While driving it is fairly easy handling is not not_Making not_a not_turn requires a gentle touch needing to come to almost a complete stop Forward visibility is good because its higher sitting position but I was quite surprised to find out how difficult it was to check my blind spots It even come with manual window cranks that I thought have long gone away from automotive industry A pickup truck is good for carrying stuff from hardware stores to my new home Its just convenient to throw things in the back and go as long as its not not_raining If it rains theres not not_enough not_room not_to not_put not_anything not_inside not_the not_cab not_And not_for not_the not_obvious not_reasons not_its not_not not_convenient not_to not_shop not_from not_store not_to not_store not_as not_your not_purchases not_are not_exposed not_to not_open not_area not_unprotected not_My not_Ranger not_came not_with not_a not_standard not_vinyl not_bench not_seat not_and not_this not_is not_definitely not_a not_back not_killer not_for not_longer not_drives But its free so I dont not_complain not_I not_must not_confess not_that not_I not_am not_not not_a not_truck not_person not_so not_I not_probably not_would not_never not_buy not_one not_with not_my not_own not_money not_I not_have not_ridden not_a not_Ford not_F not_150 not_that not_is not_much not_nicer not_than not_a not_Ranger not_but not_I not_would not_still not_prefer not_a not_car not_or not_an not_SUV not_over not_a not_pickup not_truck not_I not_understand not_that not_some not_people not_are not_just not_the not_opposite not_we not_are not_all not_different not_Another not_fact not_is not_that not_it not_is not_difficult not_to not_like not_a not_cheap not_vehicle not_once not_you not_have not_gotten not_used not_to not_a not_more not_expensive not_one not_Liking not_a not_particular not_vehicle not_is not_therefore not_all not_Relative not_to not_what not_you not_have not_been not_used not_to not_If not_you not_are not_stepping not_up not_to not_a not_Ranger not_from not_that not_1970 not_VW not_Bug not_you not_will not_love not_the not_improvements not_such not_as not_acceleration not_quietness not_etc
Neg,I have a 91 Ford Taurus 3 0L AXODE in Silver Grey The car handles very well is low and wide and I never feel unsafe driving This car is excellent for a family of four and has plenty of leg room and for a 91 a well designed ageless feel to it The car has 200000 km At least you still have service life out of the car and did not not_pay not_much not_for not_a not_decent not_family not_car not_Check not_out not_the not_web not_carefully not_for not_upcoming not_class not_actions not_and not_general not_comments not_on not_this not_car If you own a Ford expect niggling problems and possible major component failures I suggest you invest in a web based extended warranty and buy a 2 3 year old product It was the first attempt by Ford to use Dr Demings Japanese quality theory Its still going however I do use rust check spray every other year to stop salt damage in the Canadian winter It also helps if you are a bit of a do it yourselfer and are able to figure out what might be the problem before you go to your chosen independant local mechanic All being said however for a second hand vehicle I paid 10000 and ive owned it 8 5 years I think I have had overall value for money but I do not not_like not_the not_shoddy not_transmission They suffer from weak transmissions clutch failure and lube tubes All Taurus Sable and Windstar are prone to expensive repairs I have had to replace the transmission at 130000 km and 6 5 years Ford attitude is unacceptable even though they extended the warranty I should have been a total recall Once the warranty is over Ford are not not_interested not_in not_further not_compensation The car still has original alternator steering radiator fuel system engine computer emission control convertor front shocks engine wiper motor master cylinder fuel pump tank I had to replace the transmission below starter failed relay brake booster front bearing front CV right muffler tie rods inner and outer front bearings water pump 2 plugs wires cap rotor battery A C clutch A C seals Apart from the transmission I consider this all normal wear and tear Now the A C has failed Last year there was a musty odour and perhaps the evaporator has failed Regardless it will cost 1500 2000 to fix and is simply not not_worth not_it not_at not_this not_age not_A not_C not_must not_be not_the not_most not_unreliable not_part not_of not_any not_car not_Transmission not_Failure not_Avoid not_cars not_with not_the not_3 not_8L not_engine not_gasket not_failure not_and not_all not_cars not_from not_1991 not_onwards
Neg,The same with my motor mounts The change holder was very conveniently placed right under the radio When my brakes did work the anti lock system proved to be very effective It was the type that would just push right into the dashboard There was a dead spot in the steering wheel of about an inch in each direction The trunk is spacious and the only downfall to that is things can get lost easily in there My motor mounts have cracked open twice both time when I was driving My alternator died twice again when I was driving When I finally got rid of my car the transmission was dying again and it has only been seven months since the last time it broke One time my break pads actually fell out about three months after i had them fixed Other problems that reoccured with my taurus is the transmission and motor mounts I had to replace my transmission two time in eight months My air bag did not not_go not_out but that might have been because of the angle I hit the car at Neither my passenger or I was hurt at all despite being thrown forward I like the interior of the car because it was very roomy and I could fit many people in there This car is affected by the wind a lot though Perhaps not not_as not_much not_as not_a not_smaller not_car but more than I would like a car of that size to My rear view mirror has fallen off about four times one summer but that was the only summer that it did that That is an easy fix though My cup holder would stick a lot also From experience I would have to say that this car is not not_worth not_the not_money not_you not_would not_spend not_on not_it not_This not_was not_my not_first not_car and it had eighty thousand miles on it It is a six cylinder 3 0 liter From the start I have had problems with my breaks causing me to have them replaced four times in two years At the time that I got rid of my car the alignment was getting unaligned for no reason I would be driving and it would get worse and worse I know another person who had a 1989 taurus gl and she has had the same problems I heard of a recall for a certain part of the car and went to check it out and I found that there are many parts on recall for this car I do have to say that this car does hold up well in an accident though I hit a car from behind and I was going about 25 m p h and all I really had to replace was the radiator
Neg,The air conditioning still works I have owned a 91 Ford Taurus since 1995 In its favor it still runs after 146 000 miles However nearly everything else does not not_I not_bought not_the not_vehicle not_expecting not_reliability not_good not_performance and decent looks for the price It does have a reasonably roomy interior although we ve experienced major fading and cracking of the hard components such as the dash The Taurus provides good acceleration when the transmission is working and reasonably good steering although it doesnt corner very tightly In that time I have sunk nearly 5000 worth of repairs into it including a transmission replacement numerous brake jobs and uncounted miscellaneous electrical and alignment based repairs Buy the vehicle only if you can do your own repairs and dont not_mind not_lots not_of not_grease not_monkey not_time if you dont not_know not_your not_way not_around not_a not_Chilton not_manual not_forget not_this not_car The looks are mostly intact although the paint is scaling and flaking in spots particularly on the top of the vehicle I never got the reliability and performance has been decidedly spotty The major problem with the vehicle Anything that can fall part frequently and expensively does Currently the gas gauge doesnt work and whenever the weather is cold the speedometer doesnt either Consumer Reports lists the 91 Ford Taurus as a car to avoid and I must agree
Neg,We bought a 91 Taurus almost 2 years ago Then the famous CHECK ENGINE light intermittently throughout the drive The first sign of problems to come was the CV joints It seemed to be in fairly good shape and drove well for a short time After they were replaced the brakes squealed BADLY even after the pads and shoes were replaced But saving the best for last the notorious TRANSMISSION BUG has to be the best icon for the 91 Taurus they should condsider changing their logo No downshifting on highway exits no upshifting when entering a busy street spontaneous shifting up AND down while going down the street Or MY personal favourite the NO shifting No up down sideways just no gear at all just a loud screaming transmission then a sudden neck cracking lurch into 2nd gear and on a related note I have NO speedometer now thanks to the transmission Currently relying on a radar detector to avoid tickets lol But to be fair I will say that when I am not not_getting not_whip not_lash not_from not_the not_jerky not_transmission not_which not_I not_can not_find not_NO not_mech not_to not_work not_on not_for not_less not_than not_twice not_what not_I not_paid not_for not_the not_car not_due not_to not_the not_upgrades not_ford not_made not_to not_the not_91 not_models not_transmissions not_or not_wetting not_myself not_from not_the not_ever not_worsening not_loose not_steering not_it not_IS not_a not_comfortable not_ride not_with not_lots not_of not_room not_front not_and not_back not_but not_in not_my not_opinion not_a not_10 not_speed not_bicycle not_would not_be not_a not_better not_deal
Neg,I just got rid of this vehicle The air conditioner went bad around 60 K miles and never really worked again after several repairs This poor condition after 127 000 miles was only the result of regular wear and tear and more than 5000 invested in repairs over the course of 5 years If you are a regular mechanic and think you can get a bargain on this vehicle then go for it but otherwise I would recommend steering clear The transmission started failing before 100 K and finally went out around 110 K miles I had the transmission replaced and it began to fail only 15 K miles later My family bought it used in 1995 and it was my first car that I had driven from the moment I learned to drive until just a few weeks ago During the time that I owned the vehicle the rotor cracked causing the wheel to fall off luckily while moving slowly The water pump also went out and the brakes began to stick Even though only the first rust spots were beginning to form on the vehicle it felt as though it was only a matter of days before something else would go wrong so I traded it in for a 2000 Pontiac Sunfire Unfortunately the dealer would only offer 450 for the trade in value because of its poor condition
Neg,It had great features It was a bad apple The interior was very clean also We saw this beautiful burgandy Taurus It in a dark burgandy suede feeling like material So we figured that maybe it was a pretty good car The dealership said that it had been a rental car in Hawaii My husband and I were needing a bigger car after our 2nd child was born In fact I really only drove it around town for errands etc When we sold it to her we had took the miles up to 23 000 It had only 17 000 miles on it It had power windows doors steering airbag etc My sister wanted to buy it from us thinking that we were making up the weird things in our heads We hesitantly sold it to her thinking that if something went wrong she knew where we lived etc They also ended up having to replace the struts on it Now I know that we werent hard on the car We wanted something larger than our civic so that we had room to grow and wouldnt not_have not_to not_buy not_another not_car not_for not_awhile If you are smart you will stay away from this year of Taurus I dont not_know not_about not_the not_other not_years but my husband and I have not not_had not_any not_desire not_to not_own not_another not_one She hadnt owned the car even two years when she got stranded 200 miles from home because the transmission went out on it A year or so later the engine went out on it They ended up selling the car We wanted it really bad It was a closeout and they were offering a pretty good deal on it We ended up buying it and brought it home After about a month or so the air conditioner went out on it My husband took it back to the auto store that we bought it from and they hesitantly fixed it There were a few other weird things that went wrong with it We decided to sell it because we both thought that it would die on us any minute
Neg,We did manage to correct that problem It is the perfect size and shape for me We paid 10 000 for a nicely loaded car The body of this car has held up well Wow Out of curiosity I started reading the Taurus reviews It had all the options I could have wanted We also have a 93 Taurus that I hate Now I feel safe and secure when driving this older car around It has been just as unreliable as the other one has been reliable We did have to replace the knobs recently that work all the heating and air conditioning settings There is 160 000 miles on the Taurus I love and a lot less on the other car They only confirmed my suspicions I think the Taurus tends to be a lot like a cocker spaniel We are very bad at keeping it washed and waxed and it is just now starting to show some rust It has always been very reliable I never had any problem with getting stuck anywhere due to a car problem If I dont not_get not_another not_Taurus not_I not_plan not_to not_try not_to not_find not_a not_car not_as not_similiar not_as not_I not_can not_to not_the not_Taurus We are also very bad at managing to get the oil changes on time Still the engine is doing fine Nothing has really broken down on this car They just seemed to wear out and fall off a lot The only really annoying thing we had a problem with is that the trunk had a tendency to pop open while you were driving down the highway As good as this car has been I am starting to get a little worried I do know a lot of people that have had nothing but trouble with the Taurus and we are some of those people This is absolutely the most comfortable car I have ever driven I am just under 5 tall and still I need not not_worry not_about not_sitting not_on not_a not_pillow not_or not_anything not_stupid not_like not_that not_I not_have not_had not_that not_problem not_with not_other not_cars not_in not_the not_past My favorite options being the automatic windows and seats have continued to work well needing no repairs as of yet Now that this car is almost 11 years old I couldnt really complain too much if things started to go although I hope it continues to hold up for awhile It took 3 tries to get an alternator that would work for more than a day or two but that can happen with any car After that it was clear sailing all the way I really cant not_say not_too not_much not_bad not_about not_this not_car not_at not_all not_I not_bought not_this not_91 not_Taurus not_in not_95 not_from not_a not_dealer The automatic seats adjust all over the place making it easy to get a comfortable fit Also they are very easy to adjust even while driving I like this because if you start to feel cramped tired and uncomfortable you can just move a button or two and the change of position eases the discomfort right away If you know cockers you will find they come in good and bad It seems they have two very different temperments Laid back and affectionate would be type one Nasty and very apt to bite is the second type With the Taurus you have the dependable joy to drive car and also the Found on Road Dead type My 91 Taurus couldnt have been a better car for me We did have a period of unreliability due to a bad alternator It really shouldnt not_be not_in not_the not_condition not_it not_seems not_to not_be not_in not_I not_have not_heard not_that not_they not_tend not_to not_die not_about not_the not_time not_you not_hit not_the not_100 not_000 not_mark not_I not_do not_know not_that not_several not_that not_have not_done not_that not_exact not_thing not_I not_am not_beginning not_to not_get not_nervous not_about not_driving not_it not_because not_of not_the not_record not_of not_some not_of not_the not_others not_I not_want not_to not_buy not_a not_new not_car not_soon not_or not_a not_new not_for not_me not_but not_slightly not_used not_car not_I not_would not_love not_to not_have not_another not_Taurus not_but not_because not_I not_keep not_hearing not_bad not_stories not_about not_the not_Taurus not_owned not_by not_others not_I not_am not_leary not_of not_doing not_this not_I not_must not_make not_up not_my not_mind not_soon
Neg,The vehicle has 220 horsepower and it is a stick shift It is unreliable and will put you in the poor house by the amount of the repairs cost In the two years I owned the car my father spent out over 7000 fixing the problems In the two years that I drove the vehicle it has been repaired at least once a month The repairs alone would cost more than 1000 and the mechanic would take up to a month to fix the problems You might be asking why I named my opinion Turbo Pinto Well as a high school graduation gift my father gave me his old 1991 Ford Taurus SHO The car was purchased brand new in 1991 with every option you can think of The color on the outside was white and the interior was black leather At this time I was just starting college and needed a reliable car to drive my Taurus did not not_do not_its not_job not_Problems not_I not_encountered not_the not_last not_time not_I not_drove not_the not_car not_were not_the not_temperature not_of not_the not_car not_was not_always not_hot not_due not_to not_the not_coolant not_holder not_always not_leaking not_electrical not_system not_would not_malfunction not_during not_warm not_temperature not_days not_the not_brakes not_sweaked not_profusly not_my not_favorite not_one not_the not_air not_conditioning not_system not_would not_only not_work not_for not_ten not_minutes not_and not_last not_but not_not not_least not_the not_factory not_stereo not_broke not_I not_DO not_NOT not_recommend not_buying not_this not_car not_it not_is not_a not_complete not_lemon not_My not_Taurus not_deserves not_the not_title not_of not_TURBO not_PINTO
Neg,The check engine light is always coming on and it stalls out on you We have put so much money in this car I am afraid to buy another ford taurus thinking that it will have the same problem after a few years We bought a Ford Taurus a few years ago it was a 91 We bought it because it fit our family Well when we bought it we had to replace the transmission and the paint on the hood was chipped Now it is 2000 and it is already needing another transmission and the paint is really chipped off of the hood
Neg,I bought this car used from a dealer for 500 I thought that was an excellent price since the car was in perfect condition I mean not not_a not_dent not_scratch not_spot not_on not_the not_interior not_nothing The guy said it needed a new head gasket so I thought with a mechanically inclined husband that was great Well we bought a gasket kit for 124 and did the job and sure enough the gasket was split Well how exciting the car is back together and ready to run for the first time Wont start Needs a new converter but that was OK because sometimes that could happen when you blow a gasket because of the antifreeze getting in there Well 350 there ready to run Sounds little rough and doesnt shift properly Had to fix transmission gears broken By doing that job we found broken rear motor mount axles cv joints coolant lines 1672 completes this job Once again ready to roll remind you I havent yet got to drive the car Runs rough and oil light comes on at idle I need new bearrings and a crank shaft Currently I have only driven the car for little test rides after each job and now the car is sitting for sale in front of my house after 2646 and the cost of insurance and registration etc I refuse to do the job because at this I feel that if I do there will only be another problem lurking All these problems and the car just now hit 100 000 I will never as long as I live own a FORD car
Neg,Thank you that is all MAC My little sister owns a 1991 Ford Taurus and ive got to admit it really sucks The suspension is too rough the transmission shifts too hard and the over all quality of the interior is just well tacky Now im not not_trying not_to not_cut not_down not_Ford not_Motor not_Company not_in not_any not_way not_I not_just not_think not_they not_can not_build not_a not_better not_car This particular Taurus has a 3 4 L V6 that barely has a downshift and couldnt go fast if your life depended on it and im talking about when it was brand new Now its even worse While driving her car I realized that it is just a pile of scrap metal on wheels I dont not_know not_what not_the not_newer not_model not_Ford not_Taurus not_handles not_like not_but not_this not_one not_cant not_and not_wont not_perform not_I not_believe not_I not_have not_told not_you not_enough not_of not_about not_the not_piece not_of not_mobile not_junk not_so not_I not_ll not_quit not_taking not_up not_your not_time Not only is it too plain but it reminds me of something you would see in a 1970 Volkswagon Van Now I have to admit the stereo and sound system are pretty good because I installed them myself so I know I asked her if I could take it around town for a little while and see what it sounds like and see if I can get anyone to look and try to see where the music is coming from People did look well thats beside the point
Neg,No im not not_a not_princess The sparks went at 30 K If I could do it again The battery has never really taken to winter However as a big person this is absolutely the most uncomfortable car in the world Id have taken another Escort No offense Mom and Dad I cant not_wait not_to not_trade not_up Who did they design this for As for reliability its had its share of woes So did the tires Its had its share of buzzes and whirs all requiring 400 600 treatments from my handy neighborhood mechanic I put a new exhaust system on it at 35 K It requires amazing contortions to get in and out and the wheel is right in my chest when I drive im only 5 5 and even with the seat back my legs overshoot the pedals But a few years ago my parents decided to buy me a new car Since they were trading in my Escort they wanted to stick with a Ford product and I was ready to go for something a little bigger with 4 doors A few days later my brother appeared with a nifty new green 93 Tempo GL 4 doors with almost all the bells and whistles It was mine and then I discovered the fit Even though the Tempo is bigger than the Escort theres less interior room I felt stuffed like a sausage Still it was new it was a gift and gosh it had AC and power locks and an airbag ive had it 7 years now its strictly a train and back car so ive only got 44 K miles on it In other words its likely to last forever and it meets my needs
Neg,Its engine works just fine and I have taken it to several road trips The only thing that kind of makes me happy about owning this car is that it never had any major breakdown If you get annoyed by little things then I guess you shouldnt not_buy not_this not_car not_because not_they not_break not_all not_the not_time If you want to get something that will take you from the point A to the point than its OK I bought a 93 Ford Tempo 3 years ago for 3 000 Its A C didnt not_work and I havent tried to repair it When I bought it it had 54 000 and now it has a little bit over 90 000 So far the biggest problem with it was the electrics Cruise control would work but if I went over a bump it would stop working Windows go down and up at their will I hate the brake I have to put a lot of energy into stepping on it to reach the stopping point I dont not_think not_that not_its not_very not_stabile
Neg,But the car requires maintenance every months causing minor problems here and there We have bought this car in Feb 2001 and kept for 9 months Because the car was really cheap the car has been working satisfactorily This car has been teaching us how to maintain the car because it breaks down very often The car has 91 000 miles and we had to fix so far as follows the cost of labor includes starter 227 front end alternator 241 a hole in radiator 86 new radiator 125 a c not not_fixed not_yet not_door not_lining not_tipping not_dont not_bother not_fixing not_them
Neg,The tie rod design is very poor and they need to be replaced about every 30 000 miles I had to put three alternators in it already and the front end has given me lots of problems I own a 1993 Ford Tempo Ever since I bought it I have had to do nothing but put money into it The car was great for the first year or so and after that ive been spending about 1000 a year in repairs This has been a very costly vehicle to own and I will never buy a Ford again ive had nothing but problems with mine and havent heard anything good from anyone else about Fords Unfortunately I cant not_afford not_to not_buy not_another not_car not_for not_a not_few not_years not_so not_I not_am not_stuck not_with not_this not_lemon not_for not_awhile not_if not_I not_dont not_go not_broke not_first
